Category	Subcategory	Subsystem	Role	Features
Respiration	Respiration - no subcategory	Formate hydrogenase	Formate dehydrogenase O alpha subunit (EC 1.2.1.2)	fig|6666666.707976.peg.5580, fig|6666666.707976.peg.5581, fig|6666666.707976.peg.5582
Respiration	Respiration - no subcategory	Formate hydrogenase	NAD-dependent formate dehydrogenase alpha subunit	fig|6666666.707976.peg.1719
Respiration	Respiration - no subcategory	Formate hydrogenase	Formate dehydrogenase N gamma subunit (EC 1.2.1.2)	fig|6666666.707976.peg.5584
Respiration	Respiration - no subcategory	Formate hydrogenase	Formate dehydrogenase-O, major subunit (EC 1.2.1.2)	fig|6666666.707976.peg.3775
Respiration	Respiration - no subcategory	Formate hydrogenase	NAD-dependent formate dehydrogenase beta subunit	fig|6666666.707976.peg.1720
Respiration	Respiration - no subcategory	Formate hydrogenase	NAD-dependent formate dehydrogenase delta subunit	fig|6666666.707976.peg.1718
Respiration	Respiration - no subcategory	Formate hydrogenase	formate dehydrogenase formation protein FdhE	fig|6666666.707976.peg.5585
Respiration	Respiration - no subcategory	Formate hydrogenase	Putative formate dehydrogenase oxidoreductase protein	fig|6666666.707976.peg.4413
Respiration	Respiration - no subcategory	Biogenesis of c-type cytochromes	Periplasmic thiol:disulfide oxidoreductase DsbB, required for DsbA reoxidation	fig|6666666.707976.peg.1430, fig|6666666.707976.peg.5293
Respiration	Respiration - no subcategory	Biogenesis of c-type cytochromes	Cytochrome c heme lyase subunit CcmH	fig|6666666.707976.peg.928, fig|6666666.707976.peg.929
Respiration	Respiration - no subcategory	Biogenesis of c-type cytochromes	Cytochrome c-type biogenesis protein CcmC, putative heme lyase for CcmE	fig|6666666.707976.peg.935
Respiration	Respiration - no subcategory	Biogenesis of c-type cytochromes	ABC transporter involved in cytochrome c biogenesis, CcmB subunit	fig|6666666.707976.peg.936
Respiration	Respiration - no subcategory	Biogenesis of c-type cytochromes	Cytochrome c-type biogenesis protein CcmE, heme chaperone	fig|6666666.707976.peg.933
Respiration	Respiration - no subcategory	Biogenesis of c-type cytochromes	Periplasmic thiol:disulfide interchange protein DsbA	fig|6666666.707976.peg.4252
Respiration	Respiration - no subcategory	Biogenesis of c-type cytochromes	Cytochrome c heme lyase subunit CcmL	fig|6666666.707976.peg.930
Respiration	Respiration - no subcategory	Biogenesis of c-type cytochromes	Cytochrome c-type biogenesis protein ResA	fig|6666666.707976.peg.4470
Respiration	Respiration - no subcategory	Biogenesis of c-type cytochromes	ABC transporter involved in cytochrome c biogenesis, ATPase component CcmA	fig|6666666.707976.peg.937
Respiration	Respiration - no subcategory	Biogenesis of c-type cytochromes	Cytochrome c heme lyase subunit CcmF	fig|6666666.707976.peg.932
Respiration	Respiration - no subcategory	Biogenesis of c-type cytochromes	Cytochrome c-type biogenesis protein CcmG/DsbE, thiol:disulfide oxidoreductase	fig|6666666.707976.peg.931, fig|6666666.707976.peg.1322
Respiration	Respiration - no subcategory	Biogenesis of c-type cytochromes	Cytochrome c-type biogenesis protein CcmD, interacts with CcmCE	fig|6666666.707976.peg.934
Respiration	Respiration - no subcategory	Biogenesis of c-type cytochromes	Cytochrome c-type biogenesis protein DsbD, protein-disulfide reductase (EC 1.8.1.8)	fig|6666666.707976.peg.463, fig|6666666.707976.peg.1323
Respiration	Respiration - no subcategory	Soluble cytochromes and functionally related electron carriers	Cytochrome c2	fig|6666666.707976.peg.3509
Respiration	Respiration - no subcategory	Soluble cytochromes and functionally related electron carriers	Cytochrome c4	fig|6666666.707976.peg.4253
Respiration	Respiration - no subcategory	Soluble cytochromes and functionally related electron carriers	Ferredoxin, 2Fe-2S	fig|6666666.707976.peg.142, fig|6666666.707976.peg.388
Respiration	Respiration - no subcategory	Soluble cytochromes and functionally related electron carriers	Cytochrome C550 (Soluble cytochrome C)	fig|6666666.707976.peg.537
Respiration	Respiration - no subcategory	Soluble cytochromes and functionally related electron carriers	Ferredoxin	fig|6666666.707976.peg.885, fig|6666666.707976.peg.1956
Stress Response	Osmotic stress	Osmoregulation	Outer membrane protein A precursor	fig|6666666.707976.peg.1651, fig|6666666.707976.peg.1923, fig|6666666.707976.peg.1924
Stress Response	Osmotic stress	Osmoregulation	Aquaporin Z	fig|6666666.707976.peg.4571
Stress Response	Osmotic stress	Osmoregulation	Osmotically inducible protein OsmY	fig|6666666.707976.peg.3130
Stress Response	Osmotic stress	Osmoregulation	Glycerol uptake facilitator protein	fig|6666666.707976.peg.3768
Stress Response	Osmotic stress	Synthesis of osmoregulated periplasmic glucans	OpgC protein	fig|6666666.707976.peg.3929
Stress Response	Osmotic stress	Synthesis of osmoregulated periplasmic glucans	Glucans biosynthesis protein D precursor	fig|6666666.707976.peg.1754
Stress Response	Osmotic stress	Synthesis of osmoregulated periplasmic glucans	Glucans biosynthesis glucosyltransferase H (EC 2.4.1.-)	fig|6666666.707976.peg.5877
Stress Response	Osmotic stress	Synthesis of osmoregulated periplasmic glucans	Glucans biosynthesis protein G precursor	fig|6666666.707976.peg.5878
Stress Response	Osmotic stress	Choline and Betaine Uptake and Betaine Biosynthesis	Sarcosine oxidase gamma subunit (EC 1.5.3.1)	fig|6666666.707976.peg.4944
Stress Response	Osmotic stress	Choline and Betaine Uptake and Betaine Biosynthesis	Sarcosine oxidase alpha subunit (EC 1.5.3.1)	fig|6666666.707976.peg.4945
Stress Response	Osmotic stress	Choline and Betaine Uptake and Betaine Biosynthesis	Sarcosine oxidase beta subunit (EC 1.5.3.1)	fig|6666666.707976.peg.1482, fig|6666666.707976.peg.3372, fig|6666666.707976.peg.4947
Stress Response	Osmotic stress	Choline and Betaine Uptake and Betaine Biosynthesis	High-affinity choline uptake protein BetT	fig|6666666.707976.peg.4428, fig|6666666.707976.peg.4983
Stress Response	Osmotic stress	Choline and Betaine Uptake and Betaine Biosynthesis	Choline-sulfatase (EC 3.1.6.6)	fig|6666666.707976.peg.4228
Stress Response	Osmotic stress	Choline and Betaine Uptake and Betaine Biosynthesis	Betaine aldehyde dehydrogenase (EC 1.2.1.8)	fig|6666666.707976.peg.4985
Stress Response	Osmotic stress	Choline and Betaine Uptake and Betaine Biosynthesis	L-proline glycine betaine ABC transport system permease protein ProV (TC 3.A.1.12.1)	fig|6666666.707976.peg.1229, fig|6666666.707976.peg.4982
Stress Response	Osmotic stress	Choline and Betaine Uptake and Betaine Biosynthesis	HTH-type transcriptional regulator BetI	fig|6666666.707976.peg.4984
Stress Response	Osmotic stress	Choline and Betaine Uptake and Betaine Biosynthesis	GbcA Glycine betaine demethylase subunit A	fig|6666666.707976.peg.4955
Stress Response	Osmotic stress	Choline and Betaine Uptake and Betaine Biosynthesis	Glycine betaine/L-proline ABC transporter, glycine betaine/L-proline- binding/permease protein	fig|6666666.707976.peg.905
Stress Response	Osmotic stress	Choline and Betaine Uptake and Betaine Biosynthesis	Sarcosine oxidase delta subunit (EC 1.5.3.1)	fig|6666666.707976.peg.4946
Stress Response	Osmotic stress	Choline and Betaine Uptake and Betaine Biosynthesis	L-proline glycine betaine binding ABC transporter protein ProX (TC 3.A.1.12.1)	fig|6666666.707976.peg.1227, fig|6666666.707976.peg.4227, fig|6666666.707976.peg.4971, fig|6666666.707976.peg.4980, fig|6666666.707976.peg.5882
Stress Response	Osmotic stress	Choline and Betaine Uptake and Betaine Biosynthesis	Choline dehydrogenase (EC 1.1.99.1)	fig|6666666.707976.peg.583, fig|6666666.707976.peg.4986
Stress Response	Osmotic stress	Choline and Betaine Uptake and Betaine Biosynthesis	L-proline glycine betaine ABC transport system permease protein ProW (TC 3.A.1.12.1)	fig|6666666.707976.peg.1226, fig|6666666.707976.peg.1228, fig|6666666.707976.peg.4981
Stress Response	Osmotic stress	Choline and Betaine Uptake and Betaine Biosynthesis	GbcB Glycine betaine demethylase subunit B	fig|6666666.707976.peg.4954
Stress Response	Oxidative stress	Glutathione: Non-redox reactions	Glutathione S-transferase, zeta (EC 2.5.1.18)	fig|6666666.707976.peg.1122
Stress Response	Oxidative stress	Glutathione: Non-redox reactions	Glutathione S-transferase (EC 2.5.1.18)	fig|6666666.707976.peg.1048, fig|6666666.707976.peg.1917, fig|6666666.707976.peg.2060, fig|6666666.707976.peg.3727, fig|6666666.707976.peg.3842
Stress Response	Oxidative stress	Glutathione: Non-redox reactions	Uncharacterized glutathione S-transferase-like protein	fig|6666666.707976.peg.2287, fig|6666666.707976.peg.3725, fig|6666666.707976.peg.5690
Stress Response	Oxidative stress	Glutathione: Non-redox reactions	Lactoylglutathione lyase (EC 4.4.1.5)	fig|6666666.707976.peg.5645
Stress Response	Oxidative stress	Glutathione: Non-redox reactions	FIG005121: SAM-dependent methyltransferase (EC 2.1.1.-)	fig|6666666.707976.peg.2153
Stress Response	Oxidative stress	Glutathione: Non-redox reactions	Glutathione S-transferase, unnamed subgroup (EC 2.5.1.18)	fig|6666666.707976.peg.4177
Stress Response	Oxidative stress	Glutathione: Non-redox reactions	Glutathione S-transferase, unnamed subgroup 2 (EC 2.5.1.18)	fig|6666666.707976.peg.2540
Stress Response	Oxidative stress	Glutathione: Non-redox reactions	Glutathione S-transferase, omega (EC 2.5.1.18)	fig|6666666.707976.peg.3465
Stress Response	Oxidative stress	Glutathione: Non-redox reactions	Glutathione S-transferase family protein	fig|6666666.707976.peg.2182, fig|6666666.707976.peg.4933
Stress Response	Oxidative stress	Glutathione: Non-redox reactions	Uncharacterized GST-like protein yncG	fig|6666666.707976.peg.3847
Stress Response	Oxidative stress	Glutathione: Non-redox reactions	Hydroxyacylglutathione hydrolase (EC 3.1.2.6)	fig|6666666.707976.peg.2152, fig|6666666.707976.peg.5151
Stress Response	Oxidative stress	Glutathione: Non-redox reactions	Probable glutathione S-transferase (EC 2.5.1.18), YfcF homolog	fig|6666666.707976.peg.3507
Stress Response	Oxidative stress	Glutathione: Redox cycle	Glutathione reductase (EC 1.8.1.7)	fig|6666666.707976.peg.5650
Stress Response	Oxidative stress	Glutathione: Redox cycle	Glutaredoxin	fig|6666666.707976.peg.2439
Stress Response	Oxidative stress	Glutathione: Redox cycle	Glutaredoxin 3 (Grx3)	fig|6666666.707976.peg.5918
Stress Response	Oxidative stress	Glutaredoxins	Glutaredoxin	fig|6666666.707976.peg.2439
Stress Response	Oxidative stress	Glutaredoxins	Flavohemoprotein (Hemoglobin-like protein) (Flavohemoglobin) (Nitric oxide dioxygenase) (EC 1.14.12.17)	fig|6666666.707976.peg.1479, fig|6666666.707976.peg.3188, fig|6666666.707976.peg.4176
Stress Response	Oxidative stress	Glutaredoxins	Glutaredoxin 3 (Grx3)	fig|6666666.707976.peg.5918
Stress Response	Oxidative stress	Glutaredoxins	Glutaredoxin-related protein	fig|6666666.707976.peg.3776
Stress Response	Oxidative stress	Glutaredoxins	Cell wall endopeptidase, family M23/M37	fig|6666666.707976.peg.4838
Stress Response	Oxidative stress	Glutathione: Biosynthesis and gamma-glutamyl cycle	Gamma-glutamyltranspeptidase (EC 2.3.2.2)	fig|6666666.707976.peg.2688, fig|6666666.707976.peg.3481
Stress Response	Oxidative stress	Glutathione: Biosynthesis and gamma-glutamyl cycle	Glutathione synthetase (EC 6.3.2.3)	fig|6666666.707976.peg.5455
Stress Response	Oxidative stress	Glutathione: Biosynthesis and gamma-glutamyl cycle	Glutamate--cysteine ligase (EC 6.3.2.2)	fig|6666666.707976.peg.3601
Stress Response	Oxidative stress	Oxidative stress	NnrS protein involved in response to NO	fig|6666666.707976.peg.3957
Stress Response	Oxidative stress	Oxidative stress	Alkyl hydroperoxide reductase subunit C-like protein	fig|6666666.707976.peg.3493, fig|6666666.707976.peg.3788, fig|6666666.707976.peg.5350
Stress Response	Oxidative stress	Oxidative stress	Manganese superoxide dismutase (EC 1.15.1.1)	fig|6666666.707976.peg.1182
Stress Response	Oxidative stress	Oxidative stress	Fe2+/Zn2+ uptake regulation proteins	fig|6666666.707976.peg.2249
Stress Response	Oxidative stress	Oxidative stress	Paraquat-inducible protein B	fig|6666666.707976.peg.2400, fig|6666666.707976.peg.2676
Stress Response	Oxidative stress	Oxidative stress	Superoxide dismutase [Fe] (EC 1.15.1.1)	fig|6666666.707976.peg.2116
Stress Response	Oxidative stress	Oxidative stress	Hydrogen peroxide-inducible genes activator	fig|6666666.707976.peg.4082, fig|6666666.707976.peg.4411, fig|6666666.707976.peg.5044
Stress Response	Oxidative stress	Oxidative stress	Catalase (EC 1.11.1.6)	fig|6666666.707976.peg.2479, fig|6666666.707976.peg.2582, fig|6666666.707976.peg.2875, fig|6666666.707976.peg.3381, fig|6666666.707976.peg.4792
Stress Response	Oxidative stress	Oxidative stress	Fumarate and nitrate reduction regulatory protein	fig|6666666.707976.peg.3272
Stress Response	Oxidative stress	Oxidative stress	Organic hydroperoxide resistance protein	fig|6666666.707976.peg.153, fig|6666666.707976.peg.1259
Stress Response	Oxidative stress	Oxidative stress	Heme oxygenase HemO, associated with heme uptake	fig|6666666.707976.peg.2012
Stress Response	Oxidative stress	Oxidative stress	Organic hydroperoxide resistance transcriptional regulator	fig|6666666.707976.peg.152, fig|6666666.707976.peg.1260, fig|6666666.707976.peg.1277
Stress Response	Oxidative stress	Oxidative stress	Zinc uptake regulation protein ZUR	fig|6666666.707976.peg.4260
Stress Response	Oxidative stress	Oxidative stress	Ferric uptake regulation protein FUR	fig|6666666.707976.peg.5076
Stress Response	Oxidative stress	Oxidative stress	Peroxidase (EC 1.11.1.7)	fig|6666666.707976.peg.2582
Stress Response	Oxidative stress	Oxidative stress	transcriptional regulator, Crp/Fnr family	fig|6666666.707976.peg.2634, fig|6666666.707976.peg.4461
Stress Response	Oxidative stress	Oxidative stress	Paraquat-inducible protein A	fig|6666666.707976.peg.2401, fig|6666666.707976.peg.2402, fig|6666666.707976.peg.2674, fig|6666666.707976.peg.2675
Stress Response	Oxidative stress	Protection from Reactive Oxygen Species	Peroxidase (EC 1.11.1.7)	fig|6666666.707976.peg.2582
Stress Response	Oxidative stress	Protection from Reactive Oxygen Species	Manganese superoxide dismutase (EC 1.15.1.1)	fig|6666666.707976.peg.1182
Stress Response	Oxidative stress	Protection from Reactive Oxygen Species	Cytochrome c551 peroxidase (EC 1.11.1.5)	fig|6666666.707976.peg.3937
Stress Response	Oxidative stress	Protection from Reactive Oxygen Species	Superoxide dismutase [Fe] (EC 1.15.1.1)	fig|6666666.707976.peg.2116
Stress Response	Oxidative stress	Protection from Reactive Oxygen Species	Catalase (EC 1.11.1.6)	fig|6666666.707976.peg.2479, fig|6666666.707976.peg.2582, fig|6666666.707976.peg.2875, fig|6666666.707976.peg.3381, fig|6666666.707976.peg.4792
Stress Response	Oxidative stress	Rubrerythrin	Rubredoxin	fig|6666666.707976.peg.4025
Stress Response	Oxidative stress	Rubrerythrin	Alkyl hydroperoxide reductase subunit C-like protein	fig|6666666.707976.peg.3493, fig|6666666.707976.peg.3788, fig|6666666.707976.peg.5350
Stress Response	Oxidative stress	Rubrerythrin	Rubredoxin-NAD(+) reductase (EC 1.18.1.1)	fig|6666666.707976.peg.4026
Stress Response	Oxidative stress	Cluster containing Glutathione synthetase	Glutathione synthetase (EC 6.3.2.3)	fig|6666666.707976.peg.5455
Stress Response	Oxidative stress	Cluster containing Glutathione synthetase	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-)	fig|6666666.707976.peg.5479, fig|6666666.707976.peg.5875
Stress Response	Oxidative stress	Cluster containing Glutathione synthetase	UPF0301 protein YqgE	fig|6666666.707976.peg.5453
Stress Response	Oxidative stress	Cluster containing Glutathione synthetase	Putative Holliday junction resolvase YggF	fig|6666666.707976.peg.5452
Stress Response	Oxidative stress	Glutathionylspermidine and Trypanothione	Similarity with glutathionylspermidine synthase (EC 6.3.1.8), group 1	fig|6666666.707976.peg.4786
Stress Response	Cold shock	Cold shock, CspA family of proteins	Cold shock protein CspG	fig|6666666.707976.peg.110
Stress Response	Cold shock	Cold shock, CspA family of proteins	Cold shock protein CspD	fig|6666666.707976.peg.3452
Stress Response	Cold shock	Cold shock, CspA family of proteins	Cold shock protein CspA	fig|6666666.707976.peg.1800, fig|6666666.707976.peg.1904, fig|6666666.707976.peg.2028
Stress Response	Cold shock	Cold shock, CspA family of proteins	Cold shock protein CspC	fig|6666666.707976.peg.2049
Stress Response	Heat shock	Heat shock dnaK gene cluster extended	FIG001341: Probable Fe(2+)-trafficking protein YggX	fig|6666666.707976.peg.4371
Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaK	fig|6666666.707976.peg.5079
Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Glutathione synthetase (EC 6.3.2.3)	fig|6666666.707976.peg.5455
Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaJ	fig|6666666.707976.peg.5080
Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-)	fig|6666666.707976.peg.5479, fig|6666666.707976.peg.5875
